%Autor: Josu Barrutia, Facultad de Informática, UPV-EHU
%El siguiente dataset fue extraído de la API de https://www.worldweatheronline.com/weather-api/api/ en base a un proyecto de Minería de Datos
%
%Recoge los datos meteorológicos del año 2022 en Donosti, cada instancia está separada de la siguiente por tres horas
%
%Total de instancias: 2760
%Total de atributos: 13
%
%Variables predictoras:
% 1.tepmC temperatura en grados centígrados
% 2.windspeedKmph velocidad del viento en km/h
% 3.precip variable clase que indica si llueve (1) o no (0)
% 4.humidity humedad en %
% 5.visibility visibilidad en km
% 6.pressure presión en mb
% 7.cloudcover nubosidad en %
% 8.HeatIndexC índice de calor en grados centígrados
% 9.DewPointC punto de rocío en grados centígrados
% 10.WindChillC pérdida de calor que produce en el cuerpo una masa de aire frío en movimiento
% 11.WindGustKmph ráfagas de viento en km/h
% 12.FeelsLikeC sensación térmica en grados centígrados
% 13.uvIndex índice de radiación ultravioleta
%
%
%Si elegimos la variable precip como clase, podemos realizar una clasificación binaria para predecir si un día lloverá o no
%Un 75% de las instancias pertenecen a la clase 0 (no llueve) y un 25% a la clase 1 (llueve)
%
%
%
%
tempC,windspeedKmph,precip,humidity,visibility,pressure,cloudcover,HeatIndexC,DewPointC,WindChillC,WindGustKmph,FeelsLikeC,uvIndex
12,11,1,81,10,1027,77,12,9,11,13,11,3
11,7,1,86,10,1026,62,11,9,10,9,10,1
9,6,1,91,9,1028,83,9,8,8,10,8,1
8,14,1,94,10,1029,100,8,8,6,21,6,1
8,14,1,89,10,1030,100,8,6,5,21,5,1
8,12,1,89,10,1030,100,8,6,6,15,6,2
8,12,1,82,10,1032,52,8,5,5,15,5,2
10,15,1,64,10,1032,85,10,4,8,18,8,3
11,15,0,52,10,1031,21,11,1,9,17,9,4
9,14,0,69,10,1031,67,9,4,7,16,7,1
9,19,0,68,10,1031,43,9,3,6,26,6,1
5,12,0,75,10,1031,0,5,1,2,22,2,1
4,12,0,81,10,1029,0,4,1,1,21,1,1
3,12,0,81,10,1027,0,3,0,-1,21,-1,2
4,9,0,72,10,1026,0,4,0,2,13,2,2
14,9,0,49,10,1023,0,14,4,14,10,14,4
17,13,0,50,10,1020,4,17,6,17,15,17,5
14,12,0,65,10,1019,8,14,8,14,14,14,1
9,13,0,72,10,1021,66,9,4,7,26,7,1
9,15,0,78,10,1022,37,9,6,7,28,7,1
8,14,0,79,10,1023,50,8,5,6,27,6,1
8,6,0,79,10,1024,100,8,5,7,11,7,2
9,10,1,86,10,1025,100,9,7,7,14,7,2
11,7,0,75,10,1025,62,11,7,10,9,10,4
14,3,0,66,10,1024,38,14,8,14,3,14,4
13,8,0,78,10,1025,26,13,9,12,9,12,1
8,7,0,89,10,1026,12,8,7,7,14,7,1
8,7,0,84,10,1025,20,8,6,7,14,7,1
8,8,0,83,10,1025,10,8,5,7,16,7,1
8,9,0,83,10,1025,7,8,5,6,19,6,3
9,11,0,79,10,1026,6,9,6,8,19,8,3
16,8,0,57,10,1025,9,16,7,16,9,16,5
19,4,0,49,10,1024,5,19,8,19,4,19,5
16,3,0,65,10,1024,16,16,9,16,6,16,1
11,6,0,77,10,1026,14,11,7,10,14,10,1
9,9,0,80,10,1025,32,9,6,8,18,8,1
8,6,0,80,10,1024,99,8,5,8,13,8,1
8,6,0,78,10,1024,16,8,5,7,14,7,3
11,5,0,75,10,1024,51,11,7,11,9,11,4
16,4,0,60,10,1023,46,16,8,16,4,16,5
17,7,0,57,10,1021,32,17,8,17,9,17,5
14,6,0,72,10,1020,100,14,9,14,10,14,1
12,5,0,78,10,1022,94,12,8,12,9,12,1
9,9,0,80,10,1025,32,9,6,8,18,8,1
8,6,0,80,10,1024,99,8,5,8,13,8,1
8,6,0,78,10,1024,16,8,5,7,14,7,3
11,5,0,75,10,1024,51,11,7,11,9,11,4
16,4,0,60,10,1023,46,16,8,16,4,16,5
17,7,0,57,10,1021,32,17,8,17,9,17,5
14,6,0,72,10,1020,100,14,9,14,10,14,1
12,5,0,78,10,1022,94,12,8,12,9,12,1
12,4,0,73,10,1024,100,12,7,12,6,12,1
12,8,0,74,10,1022,65,12,7,11,14,11,1
11,4,0,72,10,1023,56,11,6,11,7,11,4
11,4,0,84,10,1025,100,11,9,11,5,11,3
12,3,1,84,10,1024,100,12,9,12,4,12,3
15,4,0,68,10,1023,30,15,9,15,5,15,5
13,6,0,82,10,1022,47,13,10,13,9,13,1
11,6,0,86,10,1023,100,11,8,10,10,10,1
8,9,0,89,10,1021,99,8,6,6,18,6,1
7,10,0,85,10,1018,84,7,5,5,21,5,1
9,10,0,83,10,1015,87,9,6,7,20,7,2
10,6,1,85,10,1014,94,10,7,9,10,9,2
9,8,1,96,9,1015,100,9,9,8,10,8,2
9,19,1,91,9,1014,100,9,8,7,23,7,2
10,21,1,96,9,1014,100,10,9,7,26,7,1
9,31,1,89,9,1016,100,9,7,5,39,5,1
8,27,1,82,10,1019,100,8,6,5,42,5,1
8,22,1,78,10,1020,98,8,4,5,34,5,1
8,19,1,85,10,1020,100,8,6,6,27,6,2
8,24,1,85,10,1021,100,8,6,5,32,5,2
9,23,1,84,10,1022,100,9,6,6,39,6,2
9,23,1,79,10,1021,80,9,6,6,30,6,2
9,24,1,78,9,1021,85,9,5,6,36,6,1
7,15,1,81,10,1021,88,7,4,5,23,5,1
8,18,1,71,10,1023,92,8,3,5,26,5,1
7,15,0,72,10,1022,87,7,3,5,23,5,1
7,12,1,74,10,1020,51,7,3,5,18,5,2
7,13,0,82,10,1021,100,7,4,5,17,5,2
8,18,1,85,10,1020,100,8,5,5,24,5,2
7,13,1,91,10,1019,100,7,6,5,14,5,2
8,13,1,82,10,1018,97,8,5,6,17,6,1
7,15,0,86,10,1019,100,7,5,4,20,4,1
7,7,1,79,10,1020,54,7,4,6,10,6,1
6,6,1,86,10,1019,86,6,4,5,10,5,1
6,5,1,88,10,1019,100,6,4,5,8,5,2
7,5,1,91,2,1019,94,7,5,6,6,6,2
9,9,1,69,9,1019,89,9,4,8,10,8,2
11,12,0,53,10,1018,6,11,1,9,13,9,4
10,9,0,63,10,1018,5,10,3,9,10,9,1
5,1,0,73,10,1019,30,5,0,5,2,5,1
7,5,1,86,10,1019,100,7,5,6,7,6,1
6,5,0,84,10,1019,100,6,4,5,8,5,1
6,4,0,84,10,1017,86,6,4,6,6,6,2
7,5,0,83,10,1017,62,7,4,7,6,7,3
10,3,0,66,10,1017,55,10,4,10,3,10,4
10,7,0,68,10,1015,84,10,4,9,8,9,3
11,8,0,71,10,1013,14,11,6,11,9,11,1
7,11,0,77,10,1013,12,7,3,4,23,4,1
9,23,0,73,10,1012,5,9,4,6,39,6,1
9,23,0,72,10,1012,9,9,4,5,40,5,1
8,20,0,74,10,1011,29,8,4,5,34,5,3
10,18,0,76,10,1012,28,10,6,7,24,7,3
10,13,1,77,10,1014,75,10,6,8,15,8,3
9,8,0,90,10,1016,100,9,7,8,9,8,2
9,10,1,91,10,1018,100,9,7,7,12,7,1
8,8,0,90,10,1020,100,8,7,7,11,7,1
6,8,0,88,10,1023,12,6,4,5,16,5,1
6,13,0,89,10,1022,1,6,4,3,25,3,1
5,11,0,87,10,1021,3,5,3,3,22,3,3
7,13,0,83,10,1022,2,7,5,5,22,5,3
14,15,0,57,10,1021,13,14,6,13,17,13,4
16,16,0,48,10,1021,41,16,5,16,18,16,5
14,11,0,63,10,1021,100,14,7,13,18,13,1
9,12,0,76,10,1023,53,9,5,8,25,8,1
11,14,0,66,10,1020,89,11,5,9,30,9,1
9,14,0,70,10,1020,47,9,4,7,30,7,1
9,17,0,71,10,1019,62,9,4,7,35,7,3
11,16,0,71,10,1020,44,11,6,9,24,9,4
16,15,0,55,10,1018,61,16,7,16,18,16,5
17,13,0,50,10,1017,44,17,7,17,15,17,5
16,12,0,63,10,1016,63,16,9,16,20,16,1
12,13,0,70,10,1015,81,12,6,10,28,10,1
12,17,0,67,10,1013,24,12,6,10,36,10,1
10,17,0,74,10,1012,17,10,6,8,36,8,1
11,19,0,70,10,1011,32,11,5,8,36,8,4
11,12,1,85,2,1012,100,11,8,9,19,9,3
11,2,1,93,2,1014,100,11,10,11,3,11,3
11,9,1,96,9,1014,100,11,10,10,11,10,3
8,3,1,93,9,1016,100,8,7,8,3,8,1
7,8,1,91,2,1016,100,7,6,6,12,6,1
8,13,1,94,10,1017,100,8,7,6,18,6,1
8,9,1,91,9,1017,100,8,6,6,12,6,1
8,7,1,90,10,1017,100,8,6,7,9,7,2
9,7,0,86,10,1019,79,9,6,8,9,8,2
14,3,0,59,10,1018,4,14,6,14,4,14,4
17,3,0,47,10,1015,2,17,6,17,3,17,5
15,9,0,60,10,1014,14,15,8,15,12,15,1
10,13,0,70,10,1015,8,10,5,9,28,9,1
10,11,0,77,10,1014,47,10,6,8,21,8,1
9,3,1,89,2,1013,100,9,7,9,4,9,1
8,15,1,96,10,1014,100,8,7,5,22,5,2
7,4,1,94,9,1016,100,7,6,7,4,7,2
8,10,1,91,9,1017,81,8,7,6,12,6,2
9,9,1,89,10,1016,83,9,7,7,11,7,2
9,11,0,89,10,1015,100,9,7,7,14,7,1
9,12,0,89,10,1015,37,9,7,7,18,7,1
8,11,0,80,10,1015,10,8,4,6,22,6,1
8,10,0,83,10,1014,58,8,5,6,19,6,1
8,11,0,83,10,1013,49,8,5,6,20,6,3
10,7,0,79,10,1014,100,10,6,9,10,9,2
12,5,1,76,10,1014,100,12,7,11,6,11,3
10,5,1,92,9,1012,100,10,9,10,6,10,2
9,1,1,94,2,1013,100,9,8,9,1,9,1
9,4,1,93,10,1015,78,9,8,9,6,9,1
8,8,1,88,9,1015,76,8,6,6,16,6,1
8,7,0,88,10,1015,20,8,6,7,14,7,1
11,15,0,81,10,1013,32,11,8,9,32,9,4
14,11,0,76,10,1013,7,14,10,13,22,13,4
19,14,0,59,10,1014,33,19,11,19,19,19,5
21,17,0,60,10,1013,5,21,13,21,20,21,6
17,9,0,67,10,1012,100,17,11,17,16,17,1
13,9,0,72,10,1013,5,13,9,13,20,13,1
14,18,0,65,10,1015,7,14,7,12,36,12,1
12,12,0,77,10,1014,50,12,8,10,25,10,1
11,9,0,80,10,1014,100,11,8,10,18,10,3
13,10,0,78,10,1014,60,13,9,12,15,12,4
16,6,0,64,10,1013,77,16,10,16,8,16,4
16,6,0,68,10,1013,45,16,10,16,8,16,5
13,13,0,92,10,1015,100,13,11,11,15,11,1
12,14,0,93,10,1017,100,12,11,10,18,10,1
11,24,1,97,10,1022,100,11,11,8,32,8,1
11,22,1,98,2,1022,100,11,10,8,30,8,1
11,22,1,97,9,1022,100,11,10,8,29,8,3
10,22,0,98,10,1023,100,10,10,8,28,8,3
12,17,1,97,9,1024,100,12,11,10,21,10,3
11,13,0,97,10,1024,100,11,11,10,15,10,3
12,15,1,97,2,1024,100,12,11,10,18,10,1
11,20,0,98,10,1026,100,11,11,9,26,9,1
10,12,1,97,9,1029,100,10,9,8,17,8,1
10,12,1,92,2,1029,100,10,8,8,16,8,1
9,9,1,91,10,1029,100,9,8,8,13,8,2
9,7,0,91,10,1030,100,9,8,8,9,8,2
9,7,0,87,10,1030,100,9,7,9,9,9,2
10,6,0,85,10,1029,100,10,7,9,8,9,2
9,5,0,87,10,1028,100,9,7,9,6,9,1
9,3,0,89,10,1029,71,9,7,9,4,9,1
7,8,0,91,10,1028,49,7,6,6,15,6,1
7,9,0,90,10,1026,24,7,6,5,20,5,1
7,12,0,88,10,1027,44,7,5,5,25,5,3
11,10,0,76,10,1027,11,11,7,9,16,9,4
16,8,0,56,10,1026,7,16,7,16,9,16,5
17,8,0,54,10,1025,21,17,8,17,9,17,5
16,11,0,65,10,1025,12,16,10,16,13,16,1
10,13,0,86,10,1025,8,10,8,9,26,9,1
9,14,0,85,10,1023,5,9,7,7,30,7,1
11,21,0,76,10,1022,7,11,7,9,36,9,1
11,21,0,74,10,1022,9,11,6,8,36,8,4
13,19,0,69,10,1022,11,13,7,11,26,11,4
16,21,0,57,10,1022,8,16,8,16,24,16,5
18,19,0,52,10,1021,14,18,8,18,22,18,5
17,15,0,61,10,1021,6,17,10,17,18,17,1
11,11,0,77,10,1023,5,11,7,9,23,9,1
11,13,0,77,10,1022,5,11,7,10,24,10,1
11,12,0,76,10,1021,22,11,7,10,21,10,1
11,11,0,76,10,1021,4,11,7,10,20,10,4
13,13,0,68,10,1022,9,13,8,12,17,12,4
17,19,0,55,10,1022,12,17,8,17,22,17,5
18,20,0,53,10,1021,21,18,8,18,23,18,5
17,17,0,60,10,1020,9,17,9,17,19,17,1
13,12,0,68,10,1021,23,13,7,11,22,11,1
12,9,0,70,10,1021,100,12,7,12,15,12,1
12,11,0,67,10,1020,62,12,6,11,17,11,1
12,13,0,69,10,1019,41,12,6,10,20,10,4
12,14,0,72,10,1020,85,12,7,10,20,10,3
14,16,1,67,10,1020,88,14,8,13,19,13,3
14,17,0,68,10,1019,81,14,8,12,21,12,3
14,14,0,70,10,1019,91,14,8,13,18,13,1
12,15,1,75,10,1020,80,12,8,11,23,11,1
11,19,0,64,10,1022,44,11,4,9,29,9,1
11,17,0,63,10,1022,47,11,4,8,26,8,1
10,12,0,62,10,1022,47,10,3,9,19,9,4
12,13,0,63,10,1023,66,12,5,10,17,10,3
15,18,0,51,10,1023,28,15,5,15,20,15,5
16,13,0,48,10,1022,46,16,5,16,14,16,5
15,7,0,63,10,1023,26,15,8,15,11,15,1
11,8,0,75,10,1025,26,11,6,10,16,10,1
8,11,0,77,10,1025,24,8,5,7,22,7,1
8,12,0,77,10,1024,11,8,4,6,23,6,1
8,12,0,76,10,1024,34,8,4,5,23,5,3
11,10,0,64,10,1025,48,11,4,9,13,9,4
15,10,0,55,10,1024,67,15,6,15,11,15,4
17,10,0,52,10,1023,56,17,7,17,12,17,5
16,9,0,61,10,1022,19,16,9,16,10,16,1
10,11,0,83,10,1024,14,10,7,8,22,8,1
9,10,0,85,10,1024,66,9,7,8,18,8,1
10,9,0,84,10,1023,63,10,7,8,16,8,1
10,9,0,84,10,1022,56,10,7,8,17,8,3
12,8,0,75,10,1022,29,12,8,11,10,11,4
17,5,0,57,10,1021,19,17,8,17,5,17,5
16,10,0,64,10,1019,64,16,9,16,12,16,4
15,7,0,73,10,1019,53,15,10,15,10,15,1
13,4,0,78,10,1020,72,13,9,13,8,13,1
13,6,0,69,10,1020,81,13,7,12,12,12,1
11,9,0,72,10,1020,44,11,6,10,16,10,1
9,8,0,73,10,1019,23,9,4,8,16,8,3
12,5,0,59,10,1020,19,12,4,12,7,12,4
17,3,0,41,10,1020,17,17,4,17,3,17,5
18,10,0,48,10,1019,13,18,6,18,12,18,5
17,8,0,62,10,1020,18,17,9,17,10,17,1
12,8,0,69,10,1022,14,12,6,11,17,11,1
10,13,0,73,10,1022,11,10,5,8,25,8,1
9,12,0,78,10,1022,11,9,6,7,24,7,1
9,13,0,80,10,1023,10,9,6,7,25,7,3
13,13,0,66,10,1023,9,13,7,12,16,12,4
18,14,0,51,10,1023,7,18,8,18,16,18,5
20,14,0,45,10,1022,10,20,7,20,16,20,5
20,11,0,51,10,1022,4,20,9,20,13,20,1
11,12,0,69,10,1024,3,11,6,10,25,10,1
10,13,0,75,10,1024,3,10,6,8,26,8,1
11,14,0,66,10,1023,88,11,4,9,30,9,1
10,13,0,71,10,1022,100,10,5,8,27,8,2
13,13,0,63,10,1022,100,13,6,12,18,12,3
17,16,0,45,10,1019,100,17,5,17,19,17,4
19,17,0,44,10,1017,100,19,6,19,20,19,4
18,16,0,50,10,1016,23,18,7,18,21,18,1
13,14,0,60,10,1016,46,13,5,11,29,11,1
12,11,0,61,10,1015,45,12,5,11,23,11,1
10,8,0,68,10,1015,100,10,5,9,17,9,1
11,8,0,66,10,1013,87,11,5,10,15,10,3
11,7,1,76,10,1013,82,11,7,11,11,11,3
12,4,1,83,10,1013,62,12,9,12,5,12,3
13,7,1,80,10,1011,100,13,9,12,8,12,3
11,4,1,94,2,1010,100,11,10,11,5,11,1
10,4,0,94,2,1011,100,10,9,10,6,10,1
11,5,0,90,10,1009,100,11,10,11,6,11,1
11,14,1,90,10,1008,96,11,9,9,20,9,1
10,13,1,93,10,1008,87,10,9,9,18,9,3
11,15,1,91,10,1008,87,11,9,9,19,9,3
13,19,1,77,10,1008,82,13,9,11,26,11,3
12,21,1,87,10,1007,97,12,10,10,26,10,3
11,20,1,91,10,1007,82,11,10,9,31,9,1
10,19,1,90,10,1009,100,10,9,8,26,8,1
9,19,1,89,10,1007,64,9,7,6,28,6,1
9,22,0,86,10,1006,73,9,7,6,30,6,1
9,23,1,87,10,1005,80,9,7,6,33,6,2
9,24,1,82,10,1006,100,9,7,6,32,6,2
10,22,1,81,10,1007,93,10,7,7,32,7,3
10,24,1,86,10,1006,100,10,8,7,30,7,2
9,24,1,93,10,1006,100,9,8,6,36,6,1
7,30,1,79,9,1009,100,7,3,2,52,2,1
6,27,1,71,9,1012,65,6,1,2,47,2,1
5,25,1,77,10,1013,100,5,2,1,39,1,1
5,24,1,76,10,1015,57,5,1,1,38,1,2
6,28,1,69,10,1016,78,6,1,1,41,1,2
7,25,1,75,10,1017,100,7,3,3,40,3,2
7,28,1,75,10,1016,73,7,3,3,37,3,2
7,33,1,68,9,1017,86,7,2,3,52,3,1
5,33,1,72,10,1018,53,5,1,0,58,0,1
6,27,1,71,9,1012,65,6,1,2,47,2,1
5,25,1,77,10,1013,100,5,2,1,39,1,1
5,24,1,76,10,1015,57,5,1,1,38,1,2
6,28,1,69,10,1016,78,6,1,1,41,1,2
7,25,1,75,10,1017,100,7,3,3,40,3,2
7,28,1,75,10,1016,73,7,3,3,37,3,2
7,33,1,68,9,1017,86,7,2,3,52,3,1
5,33,1,72,10,1018,53,5,1,0,58,0,1
5,26,1,78,10,1018,78,5,2,1,46,1,1
6,26,1,76,10,1018,87,6,2,1,40,1,1
5,24,1,79,10,1018,86,5,2,1,41,1,2
6,26,1,73,9,1019,72,6,2,2,36,2,2
9,27,1,65,9,1020,85,9,2,5,41,5,2
9,24,1,53,10,1020,51,9,0,6,28,6,2
8,21,1,58,10,1020,86,8,1,5,25,5,1
5,13,0,65,10,1021,82,5,-1,2,23,2,1
4,5,0,70,10,1021,59,4,-1,3,8,3,1
2,6,0,82,10,1020,75,2,-1,1,12,1,1
1,5,0,88,10,1020,25,1,-1,0,9,0,2
5,3,0,73,10,1020,15,5,1,5,3,5,3
8,14,0,59,10,1020,16,8,1,6,17,6,3
9,18,0,52,10,1020,7,9,0,6,21,6,3
7,14,0,56,10,1020,49,7,-1,5,16,5,1
6,8,0,73,10,1020,83,6,1,4,12,4,1
4,11,1,81,9,1023,83,4,1,1,19,1,1
2,7,0,85,10,1023,9,2,0,0,13,0,1
1,5,0,87,10,1023,8,1,-1,0,9,0,2
5,5,0,79,10,1023,12,5,1,4,5,4,2
9,11,0,60,10,1023,5,9,1,7,13,7,3
9,13,0,59,10,1022,32,9,1,7,14,7,3
9,10,0,60,10,1021,24,9,1,7,12,7,1
6,4,0,69,10,1023,48,6,1,6,7,6,1
3,4,0,81,10,1022,10,3,0,2,7,2,1
4,6,0,79,10,1021,40,4,0,2,11,2,1
4,3,0,80,10,1020,17,4,1,3,6,3,2
7,2,0,69,10,1020,5,7,2,7,2,7,3
12,9,0,59,10,1019,0,12,4,12,10,12,4
12,11,0,58,10,1017,7,12,4,11,13,11,4
9,7,0,65,10,1017,71,9,3,8,8,8,1
5,2,0,80,10,1018,4,5,2,5,3,5,1
5,6,0,85,10,1017,18,5,2,3,12,3,1
5,7,0,83,10,1016,21,5,2,3,14,3,1
4,8,0,84,10,1016,45,4,2,2,14,2,2
8,6,0,66,10,1016,61,8,2,8,7,8,3
9,5,0,70,10,1017,100,9,4,8,6,8,2
10,7,0,70,10,1017,100,10,5,9,8,9,3
11,6,0,74,10,1017,100,11,7,11,8,11,1
7,8,0,89,10,1019,25,7,6,6,17,6,1
7,10,0,91,10,1018,35,7,5,4,22,4,1
7,11,0,87,10,1017,40,7,5,5,23,5,1
7,13,0,85,10,1017,29,7,5,5,28,5,3
13,13,0,69,10,1017,21,13,7,12,17,12,4
19,10,0,50,10,1016,6,19,8,19,12,19,5
20,11,0,46,10,1014,12,20,8,20,13,20,6
17,9,0,64,10,1014,14,17,10,17,13,17,1
10,9,0,77,10,1017,25,10,6,9,20,9,1
9,11,0,75,10,1015,7,9,5,8,23,8,1
9,13,0,72,10,1012,21,9,4,7,27,7,1
11,24,0,54,10,1010,36,11,2,8,50,8,4
14,23,0,52,10,1010,61,14,4,12,33,12,4
17,25,0,54,10,1011,100,17,7,17,32,17,4
17,22,0,61,10,1012,90,17,10,17,29,17,4
12,11,0,86,10,1014,100,12,10,11,17,11,1
10,12,1,94,9,1017,93,10,9,8,22,8,1
8,20,1,89,10,1018,100,8,7,5,35,5,1
8,15,1,85,10,1019,91,8,6,5,28,5,1
7,9,1,88,10,1019,100,7,6,6,16,6,2
9,7,1,93,9,1020,100,9,8,8,9,8,2
12,15,1,77,9,1021,86,12,8,10,20,10,3
14,11,0,65,10,1021,3,14,7,13,13,13,4
14,8,0,66,10,1021,0,14,8,13,9,13,1
6,7,0,84,10,1022,6,6,4,5,13,5,1
6,9,0,76,10,1020,7,6,2,4,20,4,1
6,9,0,67,10,1018,9,6,0,4,18,4,1
6,10,0,66,10,1016,9,6,0,4,22,4,3
12,12,0,55,10,1015,6,12,3,11,14,11,4
18,14,0,48,10,1013,8,18,7,18,16,18,5
20,12,0,48,10,1011,12,20,9,20,14,20,5
21,14,0,57,10,1009,4,24,12,21,16,21,1
13,14,0,74,10,1009,4,13,9,12,30,12,1
14,14,0,68,10,1008,2,14,8,12,30,12,1
13,18,0,72,10,1007,5,13,8,11,37,11,1
13,19,0,71,10,1006,6,13,8,12,36,12,4
16,18,0,67,10,1006,5,16,10,16,24,16,5
21,20,0,54,10,1005,4,21,11,21,23,21,6
23,24,0,47,10,1002,11,25,11,23,27,25,6
22,16,0,49,10,1002,5,24,11,22,21,24,1
17,21,0,50,10,1003,11,17,7,17,39,17,1
14,12,0,61,10,1005,27,14,7,13,24,13,1
13,20,0,67,10,1005,68,13,7,11,37,11,1
12,13,1,81,10,1005,78,12,9,10,26,10,3
15,14,1,73,10,1006,96,15,10,14,20,14,3
16,12,1,72,10,1008,100,16,11,16,14,16,4
15,11,1,74,10,1008,79,15,10,15,15,15,4
18,11,0,65,10,1008,13,18,11,18,15,18,1
11,12,0,83,10,1010,19,11,9,10,24,10,1
10,9,1,91,10,1010,76,10,9,9,18,9,1
11,9,0,88,10,1011,54,11,9,10,20,10,1
11,7,0,88,10,1012,31,11,9,10,15,10,4
14,11,0,76,10,1014,29,14,10,13,14,13,4
15,13,0,76,10,1016,68,15,11,14,15,14,3
15,10,0,80,10,1016,44,15,12,15,12,15,5
14,9,0,83,10,1017,60,14,12,14,10,14,1
11,6,0,96,2,1020,59,11,11,11,10,11,1
12,8,1,91,10,1020,100,12,11,12,11,12,1
11,6,0,95,2,1021,85,11,10,10,10,10,1
11,7,0,92,10,1021,81,11,10,11,11,11,3
14,4,0,83,10,1021,87,14,11,15,5,15,3
15,11,0,81,10,1022,71,15,12,14,13,14,3
15,7,0,78,10,1021,33,15,12,15,8,15,5
15,8,0,80,10,1022,15,15,11,15,9,15,1
11,6,0,94,2,1024,72,11,10,11,12,11,1
12,5,0,90,10,1024,89,12,10,12,8,12,1
11,5,0,92,10,1024,100,11,10,11,8,11,1
12,4,0,95,2,1024,100,12,11,12,6,12,3
13,4,0,94,10,1025,100,13,12,13,5,13,3
16,5,0,80,10,1025,81,16,12,16,6,16,4
17,11,0,74,10,1024,53,17,12,17,13,17,5
16,5,0,77,10,1023,35,16,12,16,5,16,1
11,3,0,93,10,1025,42,11,9,11,7,11,1
10,5,0,92,10,1025,16,10,8,9,10,9,1
10,6,0,90,10,1024,80,10,8,9,13,9,1
10,4,0,89,10,1024,34,10,8,10,9,10,3
15,6,0,76,10,1024,10,15,10,15,7,15,4
19,10,0,70,10,1024,1,19,14,19,12,19,5
20,9,0,69,10,1023,2,20,14,20,11,20,6
15,7,0,75,10,1023,9,15,11,15,10,15,1
11,8,0,89,10,1023,9,11,9,10,17,10,1
10,8,0,89,10,1023,2,10,8,9,16,9,1
9,8,0,89,10,1022,5,9,7,8,16,8,1
10,7,0,91,10,1021,6,10,8,9,14,9,3
16,5,0,74,10,1021,10,16,11,16,6,16,5
19,11,0,69,10,1020,0,19,14,19,13,19,5
18,10,0,67,10,1020,32,18,11,18,12,18,5
15,9,0,70,10,1020,100,15,10,15,10,15,1
10,6,0,93,10,1022,15,10,9,9,13,9,1
10,8,0,84,10,1021,42,10,8,9,15,9,1
11,8,1,90,10,1021,90,11,9,10,15,10,1
11,11,1,95,10,1021,79,11,10,10,18,10,3
13,9,1,92,10,1021,100,13,12,12,11,12,3
12,17,1,95,10,1022,100,12,11,10,23,10,3
12,15,1,87,10,1022,100,12,9,10,18,10,3
12,17,1,77,10,1022,58,12,8,10,21,10,1
8,13,1,83,10,1024,70,8,5,6,25,6,1
11,8,1,96,2,1018,100,11,10,10,14,10,1
10,18,1,94,10,1017,100,10,9,8,30,8,1
8,12,1,92,10,1018,100,8,7,7,20,7,2
10,14,1,92,9,1018,100,10,8,8,18,8,2
10,8,1,93,10,1018,100,10,9,9,11,9,2
10,16,1,92,10,1016,100,10,9,8,20,8,2
9,16,1,95,10,1015,100,9,8,7,22,7,1
8,15,1,93,9,1015,100,8,7,6,22,6,1
7,6,1,86,10,1014,87,7,5,6,12,6,1
8,9,1,90,10,1012,100,8,6,6,14,6,1
8,10,1,91,10,1011,100,8,7,6,14,6,2
8,8,1,89,10,1011,100,8,7,7,10,7,2
10,14,1,84,10,1011,89,10,8,8,21,8,3
12,21,1,72,9,1010,73,12,7,10,26,10,3
12,24,1,72,9,1010,79,12,7,9,32,9,1
10,23,0,78,10,1011,91,10,7,7,32,7,1
10,36,1,95,10,1009,100,10,9,6,49,6,1
10,36,1,94,9,1007,100,10,9,6,46,6,1
9,30,1,90,9,1007,100,9,8,6,42,6,2
9,21,0,90,10,1007,100,9,7,6,27,6,2
10,15,1,85,2,1007,100,10,8,8,18,8,3
11,3,0,85,10,1005,51,11,8,11,3,11,4
12,6,1,78,9,1003,74,12,8,12,7,12,1
9,10,0,88,10,1002,11,9,7,7,20,7,1
7,9,0,89,10,1002,7,7,6,6,20,6,1
7,11,0,84,10,1000,6,7,5,5,23,5,1
6,12,0,83,10,999,10,6,4,4,26,4,3
13,9,0,64,10,998,46,13,7,13,10,13,4
16,14,0,56,10,997,100,16,7,16,16,16,4
14,15,1,72,10,997,100,14,9,13,19,13,3
15,17,1,68,10,996,86,15,9,14,20,14,1
10,10,0,85,10,997,13,10,8,9,20,9,1
9,12,1,84,10,995,74,9,7,7,25,7,1
10,8,0,85,10,994,51,10,7,9,15,9,1
9,6,1,91,10,994,96,9,8,9,11,9,2
8,17,1,91,9,997,100,8,7,6,21,6,2
9,15,1,91,9,1000,100,9,8,7,18,7,2
12,12,1,75,2,1000,100,12,8,11,13,11,3
13,13,1,72,10,1001,60,13,8,12,15,12,1
10,9,1,87,10,1004,91,10,8,9,15,9,1
10,24,1,87,10,1004,100,10,8,7,37,7,1
10,16,1,89,2,1004,100,10,8,7,27,7,1
9,15,1,92,2,1006,100,9,8,7,26,7,2
10,14,1,91,2,1008,100,10,8,8,21,8,2
11,18,1,87,2,1010,100,11,9,9,25,9,3
15,21,0,70,10,1010,83,15,9,13,24,13,3
15,17,1,80,10,1011,76,15,11,13,21,13,1
10,8,0,91,10,1013,45,10,8,8,17,8,1
8,7,0,92,10,1015,37,8,7,7,14,7,1
8,7,0,91,10,1014,53,8,6,7,15,7,1
8,7,0,88,10,1014,22,8,6,7,14,7,3
