%Autor: Josu Barrutia, Facultad de Informática, UPV-EHU
%El siguiente dataset fue extraído de la API de https://www.worldweatheronline.com/weather-api/api/ en base a un proyecto de Minería de Datos
%
%Recoge los datos meteorológicos del año 2022 en Donosti, cada instancia está separada de la siguiente por tres horas
%
%Total de instancias: 2760
%Total de atributos: 13
%
%Variables predictoras:
% 1.tepmC temperatura en grados centígrados
% 2.windspeedKmph velocidad del viento en km/h
% 3.precip variable clase que indica si llueve (1) o no (0)
% 4.humidity humedad en %
% 5.visibility visibilidad en km
% 6.pressure presión en mb
% 7.cloudcover nubosidad en %
% 8.HeatIndexC índice de calor en grados centígrados
% 9.DewPointC punto de rocío en grados centígrados
% 10.WindChillC pérdida de calor que produce en el cuerpo una masa de aire frío en movimiento
% 11.WindGustKmph ráfagas de viento en km/h
% 12.FeelsLikeC sensación térmica en grados centígrados
% 13.uvIndex índice de radiación ultravioleta
%
%
%Si elegimos la variable precip como clase, podemos realizar una clasificación binaria para predecir si un día lloverá o no
%Un 75% de las instancias pertenecen a la clase 0 (no llueve) y un 25% a la clase 1 (llueve)
%
%
%
%
tempC,windspeedKmph,precip,humidity,visibility,pressure,cloudcover,HeatIndexC,DewPointC,WindChillC,WindGustKmph,FeelsLikeC,uvIndex
16,8,1,93,10,1014,99,16,15,16,13,16,1
16,7,1,93,10,1014,88,16,15,16,10,16,4
19,9,1,84,9,1015,80,19,16,19,12,19,4
21,14,1,71,10,1015,58,21,15,21,21,21,5
20,10,0,69,10,1015,65,20,14,20,12,20,5
20,9,0,70,10,1014,56,20,14,20,10,20,1
16,4,0,81,10,1014,21,16,12,16,7,16,1
15,5,0,87,10,1013,11,15,13,15,10,15,1
16,5,0,82,10,1011,18,16,13,16,7,16,1
16,5,0,81,10,1011,50,16,13,16,7,16,5
19,14,0,73,10,1011,60,19,14,19,16,19,5
20,19,0,77,10,1013,97,20,15,20,22,20,4
16,14,1,94,9,1014,100,16,15,16,17,16,4
16,8,1,89,10,1014,100,16,15,16,11,16,1
15,9,1,91,2,1015,100,15,14,15,12,15,1
14,4,1,84,10,1016,62,14,11,15,6,15,1
14,3,0,86,10,1015,79,14,11,15,6,15,1
14,4,1,88,10,1015,100,14,12,15,5,15,3
15,6,0,88,10,1015,100,15,13,15,7,15,4
16,4,0,84,10,1015,100,16,13,16,5,16,4
16,8,0,78,10,1015,100,16,13,16,9,16,4
16,9,1,85,10,1015,100,16,14,16,11,16,1
15,8,1,91,10,1015,100,15,14,15,11,15,1
15,8,1,90,10,1018,100,15,13,14,13,14,1
15,10,1,90,10,1018,100,15,13,14,15,14,1
15,6,1,90,10,1019,100,15,13,15,9,15,3
15,8,1,91,10,1021,100,15,14,15,10,15,4
16,10,1,90,10,1022,100,16,14,16,13,16,4
16,7,1,88,10,1023,100,16,14,16,9,16,4
16,7,1,85,10,1023,100,16,14,16,9,16,1
16,6,0,84,10,1024,90,16,13,16,10,16,1
15,4,0,84,10,1024,94,15,13,15,6,15,1
15,3,0,86,10,1023,67,15,12,15,4,15,1
15,4,0,88,10,1022,41,15,13,15,6,15,4
18,5,0,72,10,1022,39,18,13,18,6,18,5
24,9,0,57,10,1020,0,25,15,24,10,25,6
26,10,0,56,10,1019,0,27,16,26,12,27,7
24,10,0,64,10,1018,0,26,17,24,11,26,1
16,5,0,87,10,1020,3,16,14,16,9,16,1
14,3,0,90,10,1020,42,14,12,14,6,14,1
14,5,0,91,10,1018,74,14,12,14,9,14,1
15,3,0,88,10,1017,83,15,13,15,4,15,3
17,4,0,82,10,1017,80,17,14,17,4,17,4
19,12,0,79,10,1017,87,19,15,19,13,19,4
18,15,0,77,10,1016,96,18,14,18,17,18,4
18,19,1,89,10,1016,100,18,16,18,23,18,1
16,14,1,91,10,1017,100,16,14,16,20,16,1
14,10,1,87,10,1017,100,14,12,14,18,14,1
14,8,0,85,10,1016,94,14,12,14,14,14,1
14,11,1,90,10,1016,100,14,13,14,17,14,3
15,11,1,89,10,1018,100,15,13,15,15,15,4
16,11,1,85,10,1018,100,16,13,16,15,16,4
16,11,1,83,10,1018,100,16,13,16,14,16,4
17,9,1,79,10,1019,63,17,13,17,11,17,1
14,5,0,78,10,1020,34,14,10,14,10,14,1
13,3,0,84,10,1021,56,13,11,14,6,14,1
12,6,0,88,10,1021,14,12,10,12,12,12,1
12,5,0,88,10,1021,28,12,10,11,10,11,4
17,3,0,67,10,1021,21,17,11,17,3,17,5
22,12,0,58,10,1021,0,25,13,22,13,22,6
24,13,0,55,10,1020,0,25,14,24,15,25,6
22,11,0,63,10,1020,3,25,14,22,13,22,1
15,6,0,83,10,1020,3,15,13,15,12,15,1
13,3,0,84,10,1021,56,13,11,14,6,14,1
12,6,0,88,10,1021,14,12,10,12,12,12,1
12,5,0,88,10,1021,28,12,10,11,10,11,4
17,3,0,67,10,1021,21,17,11,17,3,17,5
22,12,0,58,10,1021,0,25,13,22,13,22,6
24,13,0,55,10,1020,0,25,14,24,15,25,6
22,11,0,63,10,1020,3,25,14,22,13,22,1
15,6,0,83,10,1020,3,15,13,15,12,15,1
14,6,0,89,10,1019,3,14,12,14,13,14,1
14,6,0,86,10,1018,4,14,12,14,14,14,1
14,5,0,81,10,1018,3,14,11,15,11,15,4
21,3,0,63,10,1018,2,25,14,21,4,21,6
26,10,0,58,10,1018,3,27,17,26,11,27,7
25,12,0,61,10,1018,3,27,17,25,13,27,7
23,11,0,71,10,1019,4,25,17,23,13,25,1
16,9,1,92,9,1022,72,16,15,16,18,16,1
15,5,0,91,10,1023,7,15,13,15,10,15,1
14,5,1,93,10,1022,54,14,13,15,10,15,1
15,4,0,93,10,1022,84,15,13,15,8,15,3
19,3,0,82,10,1022,74,19,16,19,3,19,4
22,9,0,69,10,1022,30,25,16,22,10,22,6
23,12,0,66,10,1020,19,25,16,23,14,25,6
19,4,1,89,9,1019,70,19,17,19,5,19,1
16,3,1,91,10,1022,61,16,15,16,4,16,1
16,6,1,92,10,1022,98,16,15,16,9,16,1
16,3,0,92,10,1021,91,16,14,16,5,16,1
16,4,0,91,10,1021,93,16,14,16,7,16,4
17,5,0,88,10,1022,88,17,15,17,7,17,4
21,7,0,72,10,1022,66,21,15,21,8,21,5
21,11,0,71,10,1022,55,24,16,21,13,21,6
21,9,0,77,10,1022,59,21,16,21,10,21,1
16,4,0,91,10,1022,38,16,15,16,7,16,1
14,4,0,92,10,1024,34,14,13,15,9,15,1
14,4,0,93,10,1023,91,14,13,15,9,15,1
16,6,0,90,10,1023,82,16,14,16,10,16,4
19,2,0,84,10,1023,82,19,16,19,3,19,4
21,7,0,73,10,1022,53,24,16,21,8,21,6
23,12,0,70,10,1020,27,25,18,23,14,25,6
21,12,1,87,10,1021,69,21,19,21,17,21,1
17,6,0,92,10,1023,14,17,16,17,11,17,1
15,9,1,92,10,1024,87,15,14,15,18,15,1
14,7,0,92,10,1023,16,14,13,14,15,14,1
15,5,1,92,10,1023,84,15,14,15,11,15,3
19,2,1,90,10,1023,75,19,17,19,3,19,4
20,8,1,88,10,1024,56,20,18,20,13,20,5
20,10,1,94,10,1024,100,20,19,20,17,20,4
20,10,1,89,9,1024,78,20,18,20,20,20,1
16,8,0,91,10,1025,15,16,15,16,16,16,1
16,9,0,93,10,1027,19,16,15,16,17,16,1
15,8,0,92,10,1026,26,15,14,15,16,15,1
15,7,0,91,10,1027,51,15,13,15,13,15,4
19,6,0,76,10,1027,57,19,15,19,8,19,5
23,13,0,66,10,1028,6,25,16,23,15,25,6
25,12,0,69,10,1027,3,26,18,25,14,26,6
24,11,0,65,10,1027,4,25,17,24,13,25,1
17,5,0,92,10,1028,17,17,16,17,10,17,1
17,8,0,93,10,1029,46,17,16,17,13,17,1
16,8,0,91,10,1028,31,16,15,16,14,16,1
15,7,0,92,10,1027,7,15,14,15,13,15,5
20,6,0,74,10,1027,35,20,15,20,8,20,6
23,11,0,70,10,1027,8,25,17,23,13,25,6
26,11,0,71,10,1026,1,28,20,26,13,28,7
25,10,0,74,10,1026,0,27,20,25,12,27,1
16,9,0,89,10,1026,0,16,14,16,18,16,1
15,8,0,85,10,1026,0,15,13,15,16,15,1
15,9,0,79,10,1025,0,15,12,15,18,15,1
15,8,0,78,10,1025,0,15,11,15,16,15,5
21,1,0,61,10,1025,0,25,14,21,1,21,6
27,9,0,53,10,1025,0,28,16,27,10,28,7
28,8,0,54,10,1023,0,29,18,28,9,29,7
25,5,0,59,10,1023,0,26,17,25,6,26,1
19,7,0,75,10,1023,0,19,14,19,15,19,1
17,7,0,73,10,1022,0,17,12,17,14,17,1
16,8,0,77,10,1021,0,16,12,16,16,16,1
16,7,0,79,10,1020,0,16,12,16,15,16,5
22,6,0,63,10,1020,0,25,15,22,6,25,6
29,9,0,52,10,1019,0,30,18,29,10,30,7
29,11,0,50,10,1018,0,31,18,29,13,31,7
26,5,0,55,10,1017,0,27,16,26,6,27,1
20,9,0,70,10,1017,0,20,14,20,18,20,1
19,6,0,61,10,1016,0,19,11,19,13,19,1
18,7,0,60,10,1015,0,18,10,18,15,18,1
17,6,0,60,10,1015,0,17,9,17,12,17,5
24,3,0,52,10,1015,0,25,14,24,3,25,6
30,9,0,47,10,1015,0,32,18,30,10,32,8
30,8,0,49,10,1014,0,32,19,30,9,32,8
27,4,0,56,10,1014,0,28,18,27,4,28,1
21,5,0,73,10,1014,0,21,16,21,10,21,1
20,8,0,72,10,1017,5,20,15,20,16,20,1
19,7,0,66,10,1017,0,19,13,19,15,19,1
19,3,0,65,10,1017,6,19,12,19,7,19,5
27,0,0,53,10,1018,2,27,16,27,0,27,7
33,8,0,43,10,1018,2,35,19,33,9,35,8
33,7,0,46,10,1017,0,35,20,33,8,35,8
29,4,0,54,10,1017,0,30,19,29,5,30,1
22,5,0,69,10,1018,0,25,16,22,10,25,1
22,8,0,65,10,1020,3,25,15,22,17,22,1
21,4,0,63,10,1019,1,21,13,21,8,21,1
20,7,0,61,10,1019,3,20,12,20,15,20,6
27,1,0,52,10,1020,32,27,16,27,1,27,7
33,8,0,41,10,1020,1,35,18,33,9,35,8
33,8,0,44,10,1020,2,35,19,33,9,35,8
29,5,0,46,10,1019,32,29,16,29,7,29,1
22,4,0,58,10,1021,18,25,13,22,8,25,1
21,6,0,56,10,1021,3,21,12,21,12,21,1
20,8,0,53,10,1020,10,20,11,20,17,20,1
20,8,0,51,10,1020,4,20,10,20,16,20,6
27,4,0,44,10,1020,0,27,14,27,5,27,7
34,5,0,36,10,1020,6,34,16,34,6,34,8
32,8,0,42,10,1020,1,33,18,32,9,33,8
28,5,0,50,10,1020,0,29,17,28,6,29,1
20,3,0,74,10,1021,3,20,15,20,5,20,1
19,5,0,69,10,1022,0,19,13,19,10,19,1
18,7,0,62,10,1020,0,18,11,18,15,18,1
18,5,0,59,10,1019,0,18,10,18,11,18,5
24,3,0,50,10,1019,0,25,13,24,3,25,6
31,8,0,39,10,1018,4,31,15,31,9,31,8
31,8,0,42,10,1017,5,32,17,31,9,32,8
28,6,0,52,10,1017,3,28,17,28,7,28,1
20,4,0,70,10,1017,6,20,14,20,9,20,1
20,3,0,61,10,1017,2,20,12,20,7,20,1
19,7,0,60,10,1017,32,19,11,19,15,19,1
19,6,0,56,10,1017,16,19,10,19,13,19,5
26,5,0,51,10,1018,7,26,15,26,7,26,7
33,9,0,40,10,1017,5,35,18,33,11,35,8
33,8,0,39,10,1017,4,35,18,33,9,35,8
31,4,0,40,10,1016,5,31,16,31,4,31,1
23,8,0,47,10,1016,1,25,11,23,17,25,1
23,4,0,43,10,1016,10,25,10,23,9,25,1
22,6,0,45,10,1016,5,24,9,22,14,22,1
21,6,0,43,10,1016,3,21,8,21,14,21,6
28,4,0,42,10,1017,4,28,14,28,5,28,7
36,8,0,33,10,1016,5,37,17,36,9,37,9
36,11,0,34,10,1015,4,38,18,36,13,38,9
33,3,0,39,10,1014,2,34,17,33,4,34,1
26,9,0,48,10,1014,0,26,14,26,18,26,1
25,6,0,40,10,1016,4,25,10,25,14,25,1
23,8,0,46,10,1014,6,25,11,23,17,25,1
23,9,0,53,10,1014,4,25,13,23,19,25,6
30,12,0,44,10,1014,0,31,16,30,17,31,7
40,11,0,27,10,1013,0,42,17,40,13,42,9
43,8,0,21,10,1010,0,44,16,43,9,44,10
26,17,0,74,10,1012,0,29,21,26,20,29,1
20,15,0,88,10,1015,68,20,18,20,22,20,1
19,12,0,87,10,1016,39,19,17,19,21,19,1
18,7,0,90,10,1016,46,18,16,18,14,18,1
18,5,0,90,10,1016,38,18,16,18,10,18,5
23,5,0,70,10,1016,3,25,17,23,6,25,6
25,13,0,67,10,1017,19,26,18,25,15,26,6
24,15,0,72,10,1017,80,26,18,24,18,26,5
21,11,0,83,10,1019,80,24,18,21,13,21,1
19,4,1,84,10,1020,82,19,16,19,6,19,1
17,2,0,91,10,1019,39,17,15,17,4,17,1
16,3,0,92,10,1019,39,16,15,16,6,16,1
16,4,0,92,10,1020,60,16,15,16,7,16,5
22,1,0,76,10,1021,50,24,17,22,2,22,6
23,9,0,71,10,1021,34,25,17,23,11,25,6
24,13,0,70,10,1022,50,25,18,24,15,25,6
23,11,0,74,10,1023,75,25,18,23,13,25,1
19,7,0,83,10,1023,65,19,16,19,12,19,1
18,1,0,91,10,1024,67,18,16,18,3,18,1
18,1,0,89,10,1023,79,18,16,18,2,18,1
19,8,0,93,10,1022,67,19,18,19,11,19,4
21,6,0,78,10,1022,24,24,17,21,8,21,6
29,11,0,63,10,1020,2,31,21,29,13,31,7
28,13,0,66,10,1019,0,31,21,28,14,31,7
26,9,0,72,10,1017,6,27,20,26,10,27,1
19,7,0,91,10,1018,32,19,18,19,12,19,1
20,9,0,89,10,1020,91,20,18,20,15,20,1
19,12,1,92,10,1019,94,19,18,19,19,19,1
19,9,1,93,10,1019,96,19,18,19,14,19,4
20,9,1,92,10,1020,100,20,19,20,10,20,5
20,11,1,91,10,1022,93,20,18,20,14,20,4
21,14,0,79,10,1021,96,24,17,21,16,21,5
20,12,0,79,10,1022,100,20,16,20,13,20,1
18,8,0,81,10,1023,100,18,14,18,13,18,1
16,7,0,85,10,1023,93,16,14,16,13,16,1
17,4,0,78,10,1022,84,17,13,17,8,17,1
18,3,0,71,10,1022,63,18,12,18,5,18,4
20,5,0,62,10,1022,43,20,13,20,6,20,6
25,11,0,56,10,1022,2,26,16,25,13,26,7
26,13,0,58,10,1021,0,27,17,26,14,27,7
25,9,0,65,10,1020,0,26,18,25,11,26,1
17,3,0,87,10,1021,0,17,15,17,6,17,1
16,4,0,90,10,1021,2,16,14,16,8,16,1
15,5,0,90,10,1019,0,15,14,15,11,15,1
16,6,0,87,10,1017,0,16,14,16,12,16,5
24,5,0,60,10,1016,0,26,16,24,5,26,6
32,8,0,49,10,1015,2,35,20,32,9,35,8
30,10,0,55,10,1014,4,32,20,30,12,32,8
27,15,0,72,10,1015,0,29,21,27,17,29,1
20,16,0,91,10,1018,86,20,18,20,27,20,1
19,13,0,88,10,1020,88,19,17,19,22,19,1
19,12,1,83,10,1020,59,19,16,19,21,19,1
17,8,0,89,10,1020,52,17,15,17,17,17,5
21,10,0,74,10,1021,67,21,16,21,12,21,5
23,11,0,66,10,1022,54,25,17,23,13,25,6
23,18,1,73,10,1022,66,25,18,23,21,25,5
22,14,1,80,10,1022,73,24,18,22,17,22,1
18,6,1,89,10,1022,76,18,16,18,12,18,1
19,7,1,89,10,1022,72,19,17,19,10,19,1
17,5,1,90,10,1021,52,17,16,17,9,17,1
19,7,1,91,10,1020,81,19,17,19,10,19,4
19,10,1,89,10,1021,84,19,17,19,12,19,4
20,9,1,77,10,1021,75,20,16,20,12,20,5
22,12,0,64,10,1020,42,25,15,22,14,25,6
21,12,0,65,10,1019,44,24,15,21,13,21,1
18,8,0,77,10,1020,82,18,14,18,12,18,1
18,5,0,72,10,1020,84,18,13,18,8,18,1
18,5,0,72,10,1019,70,18,13,18,8,18,1
18,5,0,73,10,1018,56,18,13,18,8,18,5
19,5,0,67,10,1018,39,19,13,19,6,19,5
23,12,0,56,10,1018,6,25,14,23,13,25,6
24,13,0,57,10,1016,4,25,15,24,15,25,6
22,12,0,63,10,1016,19,25,14,22,13,22,1
17,6,0,82,10,1017,28,17,14,17,10,17,1
15,4,0,87,10,1016,30,15,13,15,7,15,1
15,5,0,87,10,1016,75,15,13,15,9,15,1
17,5,0,81,10,1016,85,17,13,17,8,17,4
20,5,0,67,10,1016,47,20,14,20,6,20,6
23,12,0,61,10,1016,22,25,15,23,13,25,6
24,13,0,59,10,1015,6,25,16,24,15,25,6
22,10,0,65,10,1016,10,25,15,22,12,25,1
17,4,0,84,10,1017,32,17,14,17,6,17,1
16,0,0,86,10,1018,50,16,14,16,1,16,1
17,1,0,81,10,1017,53,17,14,17,2,17,1
17,0,0,82,10,1018,89,17,14,17,1,17,4
19,4,0,75,10,1019,68,19,15,19,5,19,4
20,8,0,75,10,1020,72,20,16,20,9,20,5
22,9,0,68,10,1019,58,25,16,22,10,22,6
21,10,0,77,10,1020,70,21,16,21,12,21,1
18,6,0,84,10,1021,82,18,16,18,10,18,1
18,4,1,92,10,1022,70,18,16,18,6,18,1
18,4,1,92,10,1021,81,18,17,18,6,18,1
19,4,1,93,10,1021,85,19,18,19,5,19,4
20,4,1,89,10,1022,64,20,18,20,5,20,5
23,9,1,68,10,1022,78,25,17,23,12,25,5
25,13,0,64,10,1021,4,27,18,25,15,27,7
24,9,0,70,10,1021,4,26,18,24,11,26,1
18,3,0,90,10,1022,26,18,16,18,5,18,1
17,2,0,92,10,1023,73,17,16,17,4,17,1
18,1,0,86,10,1022,68,18,16,18,1,18,1
18,3,0,84,10,1021,54,18,15,18,4,18,5
22,2,0,72,10,1021,10,24,16,22,3,22,6
27,10,0,60,10,1020,0,29,19,27,12,29,7
28,12,0,58,10,1018,0,30,19,28,14,30,7
24,7,0,67,10,1018,0,26,18,24,8,26,1
19,3,0,90,10,1019,0,19,17,19,5,19,1
17,5,0,92,10,1021,0,17,15,17,10,17,1
16,5,0,88,10,1019,0,16,14,16,10,16,1
16,6,0,87,10,1019,2,16,14,16,13,16,5
23,1,0,63,10,1018,4,25,16,23,1,25,6
30,9,0,57,10,1017,3,32,20,30,10,32,7
30,9,0,59,10,1016,3,32,21,30,11,32,7
26,6,0,67,10,1015,3,28,20,26,8,28,1
19,5,0,91,10,1016,3,19,18,19,11,19,1
17,5,0,92,10,1021,0,17,15,17,10,17,1
16,5,0,88,10,1019,0,16,14,16,10,16,1
16,6,0,87,10,1019,2,16,14,16,13,16,5
23,1,0,63,10,1018,4,25,16,23,1,25,6
30,9,0,57,10,1017,3,32,20,30,10,32,7
30,9,0,59,10,1016,3,32,21,30,11,32,7
26,6,0,67,10,1015,3,28,20,26,8,28,1
19,5,0,91,10,1016,3,19,18,19,11,19,1
17,3,0,93,10,1020,15,17,16,17,6,17,1
17,4,0,93,10,1019,23,17,15,17,8,17,1
16,6,0,92,10,1018,15,16,15,16,12,16,5
23,3,0,71,10,1017,6,25,17,23,3,25,6
30,10,0,61,10,1016,2,33,21,30,12,33,7
29,10,0,62,10,1015,3,32,21,29,12,32,7
26,8,0,72,10,1015,6,28,21,26,9,28,1
20,3,1,92,10,1016,87,20,19,20,6,20,1
19,7,0,83,10,1014,2,19,16,19,15,19,1
18,6,0,84,10,1014,4,18,16,18,12,18,1
19,6,0,82,10,1013,45,19,16,19,14,19,5
25,3,0,65,10,1013,19,26,18,25,4,26,6
28,9,0,62,10,1014,16,30,20,28,10,30,7
29,10,0,64,10,1013,5,32,22,29,11,32,7
23,3,1,89,9,1014,86,25,21,23,5,25,1
21,9,0,93,10,1015,56,21,20,21,16,21,1
19,4,1,92,10,1015,73,19,17,19,8,19,1
18,4,0,95,2,1015,68,18,18,18,6,18,1
18,6,0,94,2,1015,67,18,17,18,11,18,4
22,5,0,82,10,1015,47,25,19,22,6,25,6
29,13,0,68,10,1015,11,32,22,29,14,32,7
25,14,0,72,10,1015,42,27,20,25,17,27,7
23,12,0,79,9,1015,49,25,19,23,13,25,1
20,11,0,91,10,1017,67,20,18,20,18,20,1
20,9,0,90,10,1018,78,20,18,20,15,20,1
19,8,1,90,10,1018,74,19,18,19,13,19,1
19,8,1,91,10,1018,55,19,17,19,13,19,4
21,8,0,84,10,1019,57,21,18,21,9,21,6
23,10,0,71,10,1019,54,25,18,23,11,25,6
25,12,0,67,10,1018,25,26,18,25,13,26,6
23,10,0,75,10,1018,28,25,18,23,12,25,1
18,6,0,92,10,1019,48,18,17,18,10,18,1
18,4,0,80,10,1021,37,18,15,18,7,18,1
17,7,0,91,10,1019,8,17,15,17,14,17,1
16,7,0,91,10,1018,11,16,15,16,13,16,5
21,1,0,70,10,1018,98,24,16,21,2,21,5
28,8,0,58,10,1017,0,30,19,28,9,30,7
28,11,0,60,10,1016,1,30,19,28,13,30,7
24,6,0,66,10,1016,9,26,17,24,8,26,1
20,8,0,82,10,1016,19,20,16,20,14,20,1
18,7,0,76,10,1018,3,18,14,18,15,18,1
17,7,0,72,10,1017,8,17,12,17,15,17,1
17,7,0,70,10,1017,6,17,12,17,14,17,5
23,2,0,58,10,1017,4,25,14,23,3,25,6
29,9,0,53,10,1016,3,31,19,29,11,31,7
29,12,0,56,10,1015,14,31,19,29,13,31,7
25,7,0,57,10,1015,6,26,16,25,8,26,1
20,9,0,72,10,1017,9,20,15,20,20,20,1
19,9,0,59,10,1017,2,19,11,19,19,19,1
18,5,0,56,10,1016,2,18,9,18,10,18,1
18,5,0,54,10,1017,2,18,8,18,10,18,5
23,1,0,46,10,1017,2,25,11,23,1,25,6
30,8,0,43,10,1017,3,30,16,30,9,30,7
30,10,0,48,10,1016,0,32,18,30,12,32,8
26,6,0,57,10,1016,0,27,17,26,7,27,1
20,8,0,73,10,1017,0,20,15,20,17,20,1
19,9,0,65,10,1018,9,19,12,19,19,19,1
18,8,0,63,10,1018,10,18,11,18,17,18,1
18,7,0,61,10,1018,17,18,10,18,15,18,5
21,4,1,79,9,1019,79,24,17,21,5,21,5
29,6,1,53,9,1018,72,30,18,29,9,30,6
30,9,0,52,10,1017,2,32,19,30,10,32,8
26,6,0,64,10,1017,1,27,18,26,8,27,1
20,9,0,80,10,1017,5,20,16,20,19,20,1
20,8,1,78,10,1018,83,20,16,20,17,20,1
20,6,0,71,10,1015,5,20,15,20,12,20,1
20,6,0,70,10,1015,6,20,15,20,14,20,6
27,3,0,53,10,1015,4,28,17,27,4,28,7
33,10,0,46,10,1015,4,36,20,33,11,36,8
33,9,0,44,10,1014,6,36,19,33,10,36,8
30,4,0,41,10,1012,5,31,16,30,5,31,1
22,20,1,77,9,1013,80,24,18,22,42,22,1
20,13,1,89,9,1014,85,20,18,20,27,20,1
20,9,1,87,9,1013,74,20,18,20,18,20,1
20,10,1,88,10,1012,71,20,18,20,21,20,4
25,9,1,75,10,1012,78,27,20,25,14,27,6
36,6,1,40,10,1011,76,40,21,36,7,40,8
38,6,0,36,10,1010,4,42,20,38,6,42,9
30,10,0,57,10,1010,17,32,20,30,14,32,1
23,9,1,81,10,1012,80,25,19,23,19,25,1
21,8,0,89,10,1014,7,21,19,21,16,21,1
20,7,0,93,10,1014,8,20,18,20,13,20,1
19,5,0,89,10,1014,1,19,17,19,10,19,5
25,4,0,67,10,1014,0,27,18,25,5,27,7
30,12,0,64,10,1014,0,34,23,30,13,34,8
29,10,0,68,10,1013,2,33,23,29,11,33,7
24,11,0,80,10,1014,18,26,21,24,13,26,1
20,6,0,95,2,1015,41,20,19,20,10,20,1
20,6,0,90,10,1015,75,20,18,20,10,20,1
19,4,0,87,10,1014,72,19,17,19,6,19,1
19,1,0,85,10,1013,68,19,16,19,2,19,4
23,4,1,76,10,1013,83,25,18,23,4,25,5
31,9,0,59,10,1012,13,34,22,31,10,34,8
25,12,1,75,5,1012,83,27,20,25,14,27,6
25,3,1,71,10,1011,74,27,20,25,3,27,1
21,9,0,92,10,1013,62,21,20,21,13,21,1
21,10,0,87,10,1013,72,24,19,21,14,21,1
20,9,1,84,9,1012,85,20,17,20,14,20,1
19,8,1,93,10,1012,74,19,18,19,12,19,4
21,7,1,85,10,1013,98,24,19,21,8,21,5
21,13,1,85,10,1013,88,24,19,21,15,21,5
22,9,1,78,10,1012,61,25,18,22,11,25,5
22,9,1,74,10,1012,55,25,18,22,11,25,1
19,4,0,84,10,1012,32,19,16,19,7,19,1
16,8,0,89,10,1012,4,16,15,16,16,16,1
16,8,0,80,10,1011,6,16,12,16,16,16,1
16,10,0,79,10,1011,60,16,12,16,19,16,5
21,10,0,69,10,1011,46,21,15,21,12,21,6
24,15,0,61,10,1011,41,25,16,24,17,25,6
25,14,0,61,10,1010,10,26,17,25,16,26,6
23,10,0,66,10,1009,20,25,16,23,12,25,1
19,4,0,84,10,1010,52,19,16,19,6,19,1
17,4,0,90,10,1009,26,17,16,17,6,17,1
17,6,0,91,10,1008,71,17,15,17,11,17,1
17,5,0,90,10,1007,72,17,15,17,9,17,4
20,6,0,80,10,1008,72,20,16,20,7,20,4
24,12,0,65,10,1009,54,25,17,24,14,25,6
22,13,1,71,9,1009,75,25,17,22,15,22,5
20,13,1,79,10,1010,91,20,16,20,17,20,1
18,14,1,88,10,1012,72,18,16,18,23,18,1
17,11,1,90,10,1013,90,17,15,17,20,17,1
16,9,1,92,10,1012,69,16,15,16,17,16,1
15,10,1,91,10,1012,85,15,14,15,20,15,4
19,19,1,80,10,1013,83,19,16,19,23,19,4
21,26,1,74,10,1014,72,21,16,21,36,21,5
21,30,1,73,10,1015,86,24,16,21,38,21,5
19,23,1,82,10,1016,80,19,16,19,37,19,1
18,19,1,87,10,1017,86,18,16,18,28,18,1
18,19,1,90,10,1017,97,18,16,18,36,18,1
18,22,1,90,10,1017,98,18,16,18,32,18,1
17,15,1,91,10,1017,100,17,16,17,28,17,4
18,18,1,87,10,1019,100,18,15,18,26,18,4
20,23,1,77,10,1019,100,20,16,20,31,20,4
20,22,1,90,10,1019,100,20,18,20,32,20,4
19,22,1,91,10,1020,95,19,18,19,42,19,1
19,21,1,91,10,1022,91,19,17,19,32,19,1
18,15,1,91,10,1022,100,18,17,18,30,18,1
18,14,1,91,10,1022,92,18,16,18,22,18,1
18,10,1,91,10,1022,77,18,16,18,15,18,4
19,10,1,84,10,1023,84,19,17,19,12,19,4
22,12,1,63,10,1023,77,25,15,22,14,25,5
26,10,0,59,10,1022,0,27,17,26,12,27,7
24,9,0,66,10,1021,2,26,18,24,10,26,1
17,2,0,89,10,1023,5,17,15,17,4,17,1
16,5,0,92,10,1022,17,16,15,16,10,16,1
16,5,0,92,10,1021,44,16,14,16,10,16,1
16,6,0,93,10,1021,78,16,14,16,12,16,4
20,3,0,80,10,1021,64,20,17,20,3,20,5
26,9,0,64,10,1021,2,28,19,26,10,28,7
27,14,0,64,10,1019,0,29,20,27,16,29,7
24,10,0,74,10,1019,9,26,19,24,11,26,1
19,6,0,93,10,1020,65,19,18,19,10,19,1
20,4,0,93,10,1020,100,20,19,20,6,20,1
19,4,0,92,10,1019,91,19,18,19,6,19,1
19,4,0,91,10,1018,72,19,18,19,6,19,4
20,6,1,88,10,1019,89,20,18,20,8,20,5
21,6,1,80,10,1020,58,24,18,21,8,21,5
23,12,0,68,10,1019,57,25,17,23,14,25,6
22,7,0,69,10,1019,13,25,16,22,8,22,1
18,1,0,88,10,1020,21,18,16,18,1,18,1
18,5,0,93,10,1019,73,18,17,18,9,18,1
19,8,1,92,10,1019,63,19,17,19,12,19,1
18,7,1,92,10,1019,70,18,17,18,11,18,4
20,7,1,85,10,1019,73,20,18,20,8,20,5
23,14,1,76,10,1019,61,25,18,23,17,25,5
21,13,1,91,10,1019,87,24,20,21,16,21,5
21,6,1,84,10,1018,52,24,19,21,8,21,1
